Toggle Attrition/Retention 1,0,Age,Age (copy),Age group,Attrition,Attrition %,Attrition Count,Attrition Date,Attrition Label,Avg. Satisfaction Score,Department,Dynamic Date,Education,Education Field,Education Label,Education Switch Calc,Employee Count,Employee No.,Employee Number,Environment Satisfaction,Gender,Heat Map - Attrition Emp,Heat Map - Current Emp,Job Involvement,Job Role,Job Satisfaction,Monthly Income,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Toggle - Trend Switch,Toggle Attrition/Retention 2,Work Life Balance
TRUE,0,24,24,< 25,No,,,,Current Employees,3.2,Sales,,High School,Medical,E D U C A T I O N,High School,1,E_1445,1445,4,Female,,1,3,Sales Executive,3,4162,12,3,3,Month,Retention,3
TRUE,0,58,58,> 55,No,,,,Current Employees,3.2,Sales,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1938,1938,4,Female,,1,3,Manager,4,17875,13,3,3,Month,Retention,2
TRUE,0,49,49,45-55,No,,,,Current Employees,3.6,Sales,,Master's Degree,Marketing,E D U C A T I O N,Master's Degree,1,E_1757,1757,4,Female,,1,3,Sales Executive,4,4507,12,3,3,Month,Retention,4
TRUE,0,45,45,45-55,No,,,,Current Employees,2.8,HR,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1744,1744,3,Female,,1,1,Human Resources,3,9756,21,4,3,Month,Retention,4
TRUE,0,41,41,35-44,No,,,,Current Employees,2.2,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_2034,2034,1,Female,,1,2,Manufacturing Director,2,13570,23,4,3,Month,Retention,3
TRUE,0,53,53,45-55,No,,,,Current Employees,2.4,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1775,1775,1,Female,,1,2,Manufacturing Director,3,12965,20,4,4,Month,Retention,2
TRUE,0,56,56,> 55,No,,,,Current Employees,2.6,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1441,1441,1,Female,,1,3,Research Scientist,1,2066,22,4,4,Month,Retention,4
TRUE,0,26,26,25-34,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1581,1581,1,Female,,1,3,Research Scientist,4,2061,21,4,1,Month,Retention,3
TRUE,0,28,28,25-34,No,,,,Current Employees,1.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1622,1622,2,Female,,1,1,Manufacturing Director,1,4877,21,4,2,Month,Retention,2
TRUE,0,54,54,45-55,No,,,,Current Employees,2.8,R & D,,Doctoral Degree,Medical,E D U C A T I O N,Doctoral Degree,1,E_1665,1665,2,Female,,1,3,Manager,3,17426,25,4,3,Month,Retention,3
TRUE,0,54,54,45-55,No,,,,Current Employees,2.6,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1520,1520,2,Female,,1,3,Manager,4,16032,20,4,1,Month,Retention,3
TRUE,0,49,49,45-55,No,,,,Current Employees,2,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1509,1509,3,Female,,1,2,Laboratory Technician,1,4789,25,4,1,Month,Retention,3
TRUE,0,28,28,25-34,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1834,1834,3,Female,,1,3,Research Scientist,1,3591,25,4,3,Month,Retention,3
TRUE,0,31,31,25-34,No,,,,Current Employees,3.2,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1979,1979,3,Female,,1,3,Research Director,3,11031,20,4,3,Month,Retention,4
TRUE,0,37,37,35-44,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_2017,2017,3,Female,,1,4,Research Director,4,13744,25,4,1,Month,Retention,3
TRUE,0,38,38,35-44,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1675,1675,4,Female,,1,2,Laboratory Technician,2,2440,22,4,2,Month,Retention,3
TRUE,0,58,58,> 55,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1423,1423,4,Female,,1,3,Research Director,1,19701,21,4,3,Month,Retention,3
TRUE,0,36,36,35-44,No,,,,Current Employees,3.2,R & D,,Master's Degree,Other,E D U C A T I O N,Master's Degree,1,E_1847,1847,4,Female,,1,3,Research Scientist,2,6962,22,4,4,Month,Retention,3
TRUE,0,31,31,25-34,No,,,,Current Employees,3.4,R & D,,High School,Technical Degree,E D U C A T I O N,High School,1,E_1736,1736,4,Female,,1,3,Manufacturing Director,4,5238,20,4,4,Month,Retention,2
TRUE,0,25,25,25-34,No,,,,Current Employees,2.2,Sales,,Associates Degree,Other,E D U C A T I O N,Associates Degree,1,E_2018,2018,1,Female,,1,3,Sales Executive,3,4907,22,4,2,Month,Retention,2
TRUE,0,38,38,35-44,No,,,,Current Employees,2,Sales,,Master's Degree,Marketing,E D U C A T I O N,Master's Degree,1,E_1835,1835,2,Female,,1,1,Sales Representative,4,5405,20,4,1,Month,Retention,2
TRUE,0,35,35,35-44,No,,,,Current Employees,2.2,Sales,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1554,1554,2,Female,,1,2,Sales Representative,3,2430,23,4,1,Month,Retention,3
TRUE,0,27,27,25-34,No,,,,Current Employees,2.8,Sales,,High School,Medical,E D U C A T I O N,High School,1,E_1864,1864,2,Female,,1,2,Sales Representative,3,3540,21,4,4,Month,Retention,3
TRUE,0,41,41,35-44,No,,,,Current Employees,2.8,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_1909,1909,3,Female,,1,3,Sales Executive,2,4393,21,4,3,Month,Retention,3
TRUE,0,45,45,45-55,No,,,,Current Employees,3,Sales,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1845,1845,3,Female,,1,3,Sales Executive,3,5154,22,4,2,Month,Retention,4
TRUE,0,33,33,25-34,No,,,,Current Employees,3.2,Sales,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1681,1681,3,Female,,1,3,Sales Executive,4,5368,25,4,3,Month,Retention,3
TRUE,0,34,34,25-34,No,,,,Current Employees,3.2,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_2035,2035,4,Female,,1,2,Sales Executive,3,6712,21,4,4,Month,Retention,3
TRUE,0,38,38,35-44,No,,,,Current Employees,2.6,HR,,Bachelor's Degree,Human Resources,E D U C A T I O N,Bachelor's Degree,1,E_1805,1805,1,Male,,1,3,Human Resources,2,2592,13,3,4,Month,Retention,3
TRUE,0,44,44,35-44,No,,,,Current Employees,2.8,HR,,Doctoral Degree,Human Resources,E D U C A T I O N,Doctoral Degree,1,E_1642,1642,1,Male,,1,3,Human Resources,4,5743,11,3,3,Month,Retention,3
TRUE,0,24,24,< 25,No,,,,Current Employees,3,HR,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1746,1746,1,Male,,1,3,Human Resources,4,2145,14,3,4,Month,Retention,3
TRUE,0,29,29,25-34,No,,,,Current Employees,1.6,HR,,Bachelor's Degree,Other,E D U C A T I O N,Bachelor's Degree,1,E_1419,1419,2,Male,,1,2,Human Resources,1,7988,13,3,1,Month,Retention,2
TRUE,0,43,43,35-44,No,,,,Current Employees,2.8,HR,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1778,1778,2,Male,,1,3,Human Resources,4,3539,13,3,2,Month,Retention,3
TRUE,0,41,41,35-44,No,,,,Current Employees,2.2,HR,,Bachelor's Degree,Human Resources,E D U C A T I O N,Bachelor's Degree,1,E_1722,1722,3,Male,,1,1,Human Resources,2,6430,19,3,2,Month,Retention,3
TRUE,0,37,37,35-44,No,,,,Current Employees,2.6,HR,,Associates Degree,Other,E D U C A T I O N,Associates Degree,1,E_1794,1794,3,Male,,1,3,Human Resources,2,4071,13,3,3,Month,Retention,2
TRUE,0,38,38,35-44,No,,,,Current Employees,3,HR,,Master's Degree,Human Resources,E D U C A T I O N,Master's Degree,1,E_1563,1563,3,Male,,1,3,Human Resources,3,6077,11,3,3,Month,Retention,3
TRUE,0,28,28,25-34,No,,,,Current Employees,3,HR,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1858,1858,3,Male,,1,3,Human Resources,4,2706,15,3,2,Month,Retention,3
TRUE,0,55,55,45-55,No,,,,Current Employees,2.6,HR,,Master's Degree,Human Resources,E D U C A T I O N,Master's Degree,1,E_1973,1973,3,Male,,1,4,Manager,2,19636,18,3,1,Month,Retention,3
TRUE,0,29,29,25-34,No,,,,Current Employees,3,HR,,High School,Medical,E D U C A T I O N,High School,1,E_1865,1865,4,Male,,1,2,Human Resources,2,2804,11,3,4,Month,Retention,3
TRUE,0,38,38,35-44,No,,,,Current Employees,2.8,HR,,Master's Degree,Other,E D U C A T I O N,Master's Degree,1,E_1972,1972,4,Male,,1,3,Human Resources,2,2991,11,3,2,Month,Retention,3
TRUE,0,55,55,45-55,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_1694,1694,1,Male,,1,2,Research Scientist,2,3537,12,3,4,Month,Retention,3
TRUE,0,28,28,25-34,No,,,,Current Employees,2.2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1506,1506,1,Male,,1,2,Research Scientist,3,1563,14,3,4,Month,Retention,1
TRUE,0,38,38,35-44,No,,,,Current Employees,2.6,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1997,1997,1,Male,,1,2,Manufacturing Director,3,5321,11,3,4,Month,Retention,3
TRUE,0,36,36,35-44,No,,,,Current Employees,2.4,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1435,1435,1,Male,,1,2,Laboratory Technician,4,5810,16,3,3,Month,Retention,2
TRUE,0,35,35,35-44,No,,,,Current Employees,2.8,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1704,1704,1,Male,,1,2,Research Scientist,4,4930,14,3,3,Month,Retention,4
TRUE,0,29,29,25-34,No,,,,Current Employees,1.6,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1954,1954,1,Male,,1,3,Healthcare Representative,1,5373,12,3,1,Month,Retention,2
TRUE,0,40,40,35-44,No,,,,Current Employees,1.8,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1892,1892,1,Male,,1,3,Manager,1,16823,11,3,1,Month,Retention,3
TRUE,0,45,45,45-55,No,,,,Current Employees,2,R & D,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_1553,1553,1,Male,,1,3,Healthcare Representative,2,7441,12,3,1,Month,Retention,3
TRUE,0,36,36,35-44,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1659,1659,1,Male,,1,3,Laboratory Technician,2,2013,11,3,3,Month,Retention,3
TRUE,0,42,42,35-44,No,,,,Current Employees,2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_2031,2031,1,Male,,1,3,Manager,3,18880,11,3,1,Month,Retention,2
TRUE,0,32,32,25-34,No,,,,Current Employees,2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1720,1720,1,Male,,1,3,Research Scientist,3,3433,13,3,1,Month,Retention,2
TRUE,0,36,36,35-44,No,,,,Current Employees,2.2,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1682,1682,1,Male,,1,3,Healthcare Representative,3,5347,14,3,2,Month,Retention,2
TRUE,0,49,49,45-55,No,,,,Current Employees,2.2,R & D,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_1473,1473,1,Male,,1,3,Healthcare Representative,3,6651,14,3,2,Month,Retention,2
TRUE,0,43,43,35-44,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1971,1971,1,Male,,1,3,Healthcare Representative,3,7510,17,3,2,Month,Retention,3
TRUE,0,23,23,< 25,No,,,,Current Employees,2.4,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1533,1533,1,Male,,1,3,Laboratory Technician,3,2272,14,3,2,Month,Retention,3
TRUE,0,58,58,> 55,No,,,,Current Employees,2.4,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1837,1837,1,Male,,1,3,Research Director,3,15787,14,3,2,Month,Retention,3
TRUE,0,43,43,35-44,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1813,1813,1,Male,,1,3,Research Scientist,3,2438,13,3,3,Month,Retention,2
TRUE,0,37,37,35-44,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1543,1543,1,Male,,1,3,Research Scientist,4,4285,17,3,1,Month,Retention,3
TRUE,0,39,39,35-44,No,,,,Current Employees,2.4,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_2014,2014,1,Male,,1,3,Research Scientist,4,4108,13,3,1,Month,Retention,3
TRUE,0,25,25,25-34,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_1415,1415,1,Male,,1,3,Laboratory Technician,4,3229,11,3,2,Month,Retention,2
TRUE,0,34,34,25-34,No,,,,Current Employees,2.4,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1577,1577,1,Male,,1,3,Research Scientist,4,2972,13,3,3,Month,Retention,1
TRUE,0,47,47,45-55,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_1438,1438,1,Male,,1,3,Research Scientist,4,3420,12,3,3,Month,Retention,2
TRUE,0,40,40,35-44,No,,,,Current Employees,2.6,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_2012,2012,1,Male,,1,3,Laboratory Technician,4,2406,19,3,3,Month,Retention,2
TRUE,0,29,29,25-34,No,,,,Current Employees,3.2,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1590,1590,1,Male,,1,3,Healthcare Representative,4,8853,19,3,4,Month,Retention,4
TRUE,0,36,36,35-44,No,,,,Current Employees,2.6,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1594,1594,1,Male,,1,4,Laboratory Technician,1,5562,13,3,4,Month,Retention,3
TRUE,0,45,45,45-55,No,,,,Current Employees,1.8,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1460,1460,2,Male,,1,1,Healthcare Representative,1,10851,18,3,2,Month,Retention,3
TRUE,0,35,35,35-44,No,,,,Current Employees,2.4,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1826,1826,2,Male,,1,1,Laboratory Technician,3,2705,16,3,2,Month,Retention,4
TRUE,0,38,38,35-44,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1766,1766,2,Male,,1,1,Healthcare Representative,4,5811,16,3,3,Month,Retention,3
TRUE,0,30,30,25-34,No,,,,Current Employees,2,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1609,1609,2,Male,,1,2,Research Scientist,2,2141,12,3,2,Month,Retention,2
TRUE,0,24,24,< 25,No,,,,Current Employees,2.2,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1981,1981,2,Male,,1,2,Healthcare Representative,3,4617,12,3,2,Month,Retention,2
TRUE,0,33,33,25-34,No,,,,Current Employees,2.4,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1994,1994,2,Male,,1,2,Laboratory Technician,3,2008,12,3,3,Month,Retention,2
TRUE,0,34,34,25-34,No,,,,Current Employees,3,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1696,1696,2,Male,,1,2,Laboratory Technician,4,3986,14,3,3,Month,Retention,4
TRUE,0,31,31,25-34,No,,,,Current Employees,2.2,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_2057,2057,2,Male,,1,3,Manufacturing Director,1,9936,19,3,2,Month,Retention,3
TRUE,0,27,27,25-34,No,,,,Current Employees,2.4,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1434,1434,2,Male,,1,3,Laboratory Technician,1,2099,14,3,2,Month,Retention,4
TRUE,0,24,24,< 25,No,,,,Current Employees,2.4,R & D,,High School,Medical,E D U C A T I O N,High School,1,E_1725,1725,2,Male,,1,3,Laboratory Technician,1,3907,13,3,2,Month,Retention,4
TRUE,0,34,34,25-34,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1485,1485,2,Male,,1,3,Research Director,1,17007,14,3,4,Month,Retention,2
TRUE,0,39,39,35-44,No,,,,Current Employees,2.6,R & D,,Doctoral Degree,Medical,E D U C A T I O N,Doctoral Degree,1,E_1618,1618,2,Male,,1,3,Manufacturing Director,1,5377,13,3,4,Month,Retention,3
TRUE,0,29,29,25-34,No,,,,Current Employees,2.6,R & D,,High School,Medical,E D U C A T I O N,High School,1,E_1586,1586,2,Male,,1,3,Laboratory Technician,1,4723,18,3,4,Month,Retention,3
TRUE,0,32,32,25-34,No,,,,Current Employees,2.4,R & D,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_1764,1764,2,Male,,1,3,Research Scientist,2,2718,14,3,2,Month,Retention,3
TRUE,0,27,27,25-34,No,,,,Current Employees,2.4,R & D,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_1931,1931,2,Male,,1,3,Research Scientist,2,2226,11,3,3,Month,Retention,2
TRUE,0,31,31,25-34,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1881,1881,2,Male,,1,3,Laboratory Technician,3,4197,11,3,1,Month,Retention,3
TRUE,0,44,44,35-44,No,,,,Current Employees,2.4,R & D,,High School,Medical,E D U C A T I O N,High School,1,E_1496,1496,2,Male,,1,3,Manufacturing Director,3,10209,18,3,2,Month,Retention,2
TRUE,0,33,33,25-34,No,,,,Current Employees,2.6,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1549,1549,2,Male,,1,3,Laboratory Technician,3,5207,12,3,2,Month,Retention,3
TRUE,0,35,35,35-44,No,,,,Current Employees,2.6,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_2008,2008,2,Male,,1,3,Research Scientist,3,5098,19,3,2,Month,Retention,3
TRUE,0,50,50,45-55,No,,,,Current Employees,2.8,R & D,,Doctoral Degree,Medical,E D U C A T I O N,Doctoral Degree,1,E_1606,1606,2,Male,,1,3,Healthcare Representative,3,11245,15,3,3,Month,Retention,3
TRUE,0,45,45,45-55,No,,,,Current Employees,2.8,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1922,1922,2,Male,,1,3,Healthcare Representative,3,5399,12,3,3,Month,Retention,3
TRUE,0,31,31,25-34,No,,,,Current Employees,3.2,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1721,1721,2,Male,,1,3,Laboratory Technician,3,3477,14,3,4,Month,Retention,4
TRUE,0,30,30,25-34,No,,,,Current Employees,2.6,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1729,1729,2,Male,,1,3,Research Scientist,4,2862,12,3,2,Month,Retention,2
TRUE,0,34,34,25-34,No,,,,Current Employees,2.6,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1580,1580,2,Male,,1,3,Research Scientist,4,5484,17,3,2,Month,Retention,2
TRUE,0,35,35,35-44,No,,,,Current Employees,3,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1804,1804,2,Male,,1,3,Manufacturing Director,4,5762,14,3,3,Month,Retention,3
TRUE,0,44,44,35-44,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_2020,2020,2,Male,,1,3,Research Scientist,4,2436,12,3,3,Month,Retention,3
TRUE,0,49,49,45-55,No,,,,Current Employees,3.2,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1941,1941,2,Male,,1,3,Research Director,4,19161,15,3,4,Month,Retention,3
TRUE,0,38,38,35-44,No,,,,Current Employees,3.4,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1940,1940,2,Male,,1,3,Research Scientist,4,4771,19,3,4,Month,Retention,4
TRUE,0,45,45,45-55,No,,,,Current Employees,3.4,R & D,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_1465,1465,2,Male,,1,3,Manufacturing Director,4,9380,18,3,4,Month,Retention,4
TRUE,0,42,42,35-44,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1803,1803,2,Male,,1,4,Healthcare Representative,1,5538,18,3,3,Month,Retention,2
TRUE,0,35,35,35-44,No,,,,Current Employees,2.8,R & D,,Doctoral Degree,Life Sciences,E D U C A T I O N,Doctoral Degree,1,E_1621,1621,2,Male,,1,4,Research Scientist,1,5208,11,3,4,Month,Retention,3
TRUE,0,44,44,35-44,No,,,,Current Employees,2.8,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1903,1903,2,Male,,1,4,Healthcare Representative,1,5033,15,3,4,Month,Retention,3
TRUE,0,41,41,35-44,No,,,,Current Employees,2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1814,1814,2,Male,,1,4,Healthcare Representative,2,6870,12,3,1,Month,Retention,1
TRUE,0,33,33,25-34,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1698,1698,2,Male,,1,4,Laboratory Technician,2,2028,18,3,4,Month,Retention,3
TRUE,0,41,41,35-44,No,,,,Current Employees,2.4,R & D,,Doctoral Degree,Medical,E D U C A T I O N,Doctoral Degree,1,E_1448,1448,2,Male,,1,4,Research Scientist,3,2127,12,3,1,Month,Retention,2
TRUE,0,34,34,25-34,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_2068,2068,2,Male,,1,4,Laboratory Technician,3,4404,12,3,1,Month,Retention,4
TRUE,0,35,35,35-44,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1596,1596,2,Male,,1,4,Laboratory Technician,3,3407,17,3,4,Month,Retention,2
TRUE,0,53,53,45-55,No,,,,Current Employees,3.2,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1689,1689,2,Male,,1,4,Healthcare Representative,4,7005,15,3,3,Month,Retention,3
TRUE,0,55,55,45-55,No,,,,Current Employees,3.6,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1424,1424,2,Male,,1,4,Research Director,4,14732,13,3,4,Month,Retention,4
TRUE,0,28,28,25-34,No,,,,Current Employees,2,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1514,1514,3,Male,,1,1,Manufacturing Director,2,6549,14,3,2,Month,Retention,2
TRUE,0,50,50,45-55,No,,,,Current Employees,3,R & D,,Doctoral Degree,Medical,E D U C A T I O N,Doctoral Degree,1,E_1539,1539,3,Male,,1,1,Research Director,4,14411,13,3,4,Month,Retention,3
TRUE,0,24,24,< 25,No,,,,Current Employees,2.2,R & D,,Associates Degree,Technical Degree,E D U C A T I O N,Associates Degree,1,E_1551,1551,3,Male,,1,2,Laboratory Technician,1,2296,14,3,2,Month,Retention,3
TRUE,0,55,55,45-55,No,,,,Current Employees,2.2,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1770,1770,3,Male,,1,2,Research Director,1,19038,12,3,2,Month,Retention,3
TRUE,0,42,42,35-44,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1542,1542,3,Male,,1,2,Laboratory Technician,2,4841,14,3,2,Month,Retention,3
TRUE,0,39,39,35-44,No,,,,Current Employees,3,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1627,1627,3,Male,,1,2,Laboratory Technician,3,3069,15,3,4,Month,Retention,3
TRUE,0,44,44,35-44,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1471,1471,3,Male,,1,2,Laboratory Technician,3,3162,14,3,4,Month,Retention,3
TRUE,0,40,40,35-44,No,,,,Current Employees,3,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_2048,2048,3,Male,,1,2,Research Scientist,3,2809,14,3,4,Month,Retention,3
TRUE,0,34,34,25-34,No,,,,Current Employees,2.8,R & D,,Master's Degree,Other,E D U C A T I O N,Master's Degree,1,E_1932,1932,3,Male,,1,2,Research Scientist,4,5747,15,3,2,Month,Retention,3
TRUE,0,35,35,35-44,No,,,,Current Employees,3,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1601,1601,3,Male,,1,2,Laboratory Technician,4,2690,18,3,4,Month,Retention,2
TRUE,0,42,42,35-44,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1911,1911,3,Male,,1,3,Research Director,1,13348,13,3,2,Month,Retention,4
TRUE,0,26,26,25-34,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1952,1952,3,Male,,1,3,Laboratory Technician,1,2867,13,3,4,Month,Retention,2
TRUE,0,31,31,25-34,No,,,,Current Employees,3,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1948,1948,3,Male,,1,3,Research Scientist,1,3065,13,3,4,Month,Retention,4
TRUE,0,49,49,45-55,No,,,,Current Employees,2.6,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1484,1484,3,Male,,1,3,Healthcare Representative,2,10466,14,3,2,Month,Retention,3
TRUE,0,47,47,45-55,No,,,,Current Employees,3,R & D,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_1934,1934,3,Male,,1,3,Research Scientist,2,5467,18,3,3,Month,Retention,4
TRUE,0,46,46,45-55,No,,,,Current Employees,3,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1727,1727,3,Male,,1,3,Healthcare Representative,2,5562,14,3,4,Month,Retention,3
TRUE,0,37,37,35-44,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1631,1631,3,Male,,1,3,Manufacturing Director,3,5768,17,3,1,Month,Retention,2
TRUE,0,49,49,45-55,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1677,1677,3,Male,,1,3,Manager,3,15379,14,3,1,Month,Retention,3
